HOLDING_CODE,off.farm.income,successor
031/0079,FALSE,TRUE
031/0086,FALSE,TRUE
031/0093,FALSE,FALSE
031/0099,FALSE,TRUE
031/0100,TRUE,FALSE
034/0001,FALSE,TRUE
034/0003,TRUE,FALSE
034/0004,TRUE,FALSE
034/0006,TRUE,FALSE
034/0010,FALSE,TRUE
034/0012,TRUE,FALSE
034/0015,FALSE,TRUE
031/0375,FALSE,TRUE
032/0002,TRUE,FALSE
032/0016,FALSE,TRUE
032/0019,FALSE,TRUE
032/0023,TRUE,FALSE
032/0042,TRUE,FALSE
032/0053,FALSE,TRUE
032/0067,FALSE,FALSE
032/0068,TRUE,FALSE
032/0080,TRUE,FALSE
032/0084,TRUE,FALSE
032/0089,FALSE,TRUE
032/0090,TRUE,FALSE
032/0094,FALSE,TRUE
032/0131,FALSE,TRUE
033/0002,FALSE,FALSE
033/0005,FALSE,TRUE
033/0011,FALSE,FALSE
033/0018,FALSE,FALSE
033/0019,FALSE,FALSE
033/0023,FALSE,TRUE
033/0025,TRUE,FALSE
033/0027,FALSE,TRUE
033/0029,TRUE,FALSE
033/0050,FALSE,FALSE
033/0065,TRUE,FALSE
034/0101,TRUE,FALSE
034/0102,TRUE,FALSE
034/0113,TRUE,FALSE
034/0115,TRUE,FALSE
034/0116,TRUE,FALSE
034/0127,FALSE,TRUE
034/0133,TRUE,FALSE
036/0062,TRUE,FALSE
036/0063,TRUE,FALSE
036/0078,TRUE,FALSE
036/0084,FALSE,TRUE
036/0100,TRUE,FALSE
036/0101,FALSE,TRUE
034/0136,FALSE,TRUE
035/0002,TRUE,FALSE
035/0004,FALSE,TRUE
035/0009,FALSE,TRUE
035/0017,FALSE,TRUE
035/0031,TRUE,FALSE
035/0072,TRUE,FALSE
036/0002,FALSE,TRUE
036/0007,FALSE,FALSE
036/0011,FALSE,FALSE
036/0013,TRUE,FALSE
036/0026,FALSE,FALSE
036/0027,FALSE,TRUE
036/0030,TRUE,FALSE
036/0032,TRUE,FALSE
036/0048,TRUE,FALSE
034/0024,FALSE,FALSE
034/0047,FALSE,TRUE
034/0058,FALSE,FALSE
034/0063,FALSE,FALSE
034/0082,TRUE,FALSE
034/0094,FALSE,FALSE
064/0004,FALSE,FALSE
064/0012,FALSE,TRUE
064/0020,TRUE,FALSE
064/0024,TRUE,FALSE
064/0033,TRUE,FALSE
064/0043,TRUE,FALSE
064/0057,TRUE,FALSE
071/0004,TRUE,FALSE
071/0007,FALSE,FALSE
071/0011,FALSE,FALSE
071/0012,FALSE,TRUE
071/0015,TRUE,FALSE
071/0018,TRUE,FALSE
071/0038,FALSE,FALSE
074/0158,FALSE,FALSE
074/0166,FALSE,TRUE
074/0168,FALSE,TRUE
074/0171,FALSE,TRUE
074/0172,TRUE,FALSE
074/0175,TRUE,FALSE
074/0176,FALSE,FALSE
074/0182,FALSE,TRUE
074/0185,FALSE,TRUE
058/0092,TRUE,FALSE
058/0093,TRUE,FALSE
058/0095,TRUE,FALSE
058/0107,FALSE,FALSE
058/0119,FALSE,FALSE
064/0070,TRUE,FALSE
064/0078,FALSE,TRUE
065/0003,TRUE,FALSE
065/0004,TRUE,FALSE
071/0039,FALSE,FALSE
071/0043,FALSE,TRUE
071/0047,TRUE,FALSE
071/0048,FALSE,FALSE
071/0067,FALSE,FALSE
071/0087,TRUE,FALSE
075/0003,FALSE,TRUE
075/0004,TRUE,FALSE
075/0005,FALSE,TRUE
075/0007,TRUE,FALSE
075/0011,FALSE,TRUE
058/0126,FALSE,FALSE
058/0133,FALSE,TRUE
058/0134,FALSE,TRUE
058/0136,TRUE,FALSE
058/0137,FALSE,FALSE
058/0145,FALSE,TRUE
065/0012,FALSE,TRUE
065/0019,TRUE,FALSE
065/0021,FALSE,TRUE
065/0025,FALSE,TRUE
065/0026,FALSE,TRUE
065/0029,TRUE,FALSE
072/0013,FALSE,TRUE
072/0016,FALSE,TRUE
075/0015,TRUE,FALSE
075/0019,TRUE,FALSE
075/0020,FALSE,FALSE
075/0021,TRUE,FALSE
075/0022,TRUE,FALSE
075/0024,FALSE,TRUE
075/0026,TRUE,FALSE
058/0163,TRUE,FALSE
059/0001,FALSE,TRUE
059/0002,FALSE,FALSE
059/0005,TRUE,FALSE
059/0008,TRUE,FALSE
065/0058,TRUE,FALSE
065/0075,TRUE,FALSE
065/0079,FALSE,TRUE
065/0083,TRUE,FALSE
072/0019,FALSE,TRUE
072/0035,TRUE,FALSE
072/0050,FALSE,TRUE
075/0041,FALSE,TRUE
075/0049,FALSE,FALSE
075/0052,TRUE,FALSE
075/0053,FALSE,FALSE
075/0058,TRUE,FALSE
076/0005,FALSE,TRUE
059/0010,FALSE,TRUE
059/0012,FALSE,TRUE
059/0021,TRUE,FALSE
059/0028,TRUE,FALSE
065/0106,TRUE,FALSE
065/0149,TRUE,FALSE
066/0004,FALSE,TRUE
072/0054,FALSE,FALSE
072/0056,TRUE,FALSE
072/0061,FALSE,FALSE
072/0075,FALSE,TRUE
072/0076,FALSE,TRUE
072/0077,TRUE,FALSE
072/0079,FALSE,FALSE
072/0081,FALSE,TRUE
072/0086,TRUE,FALSE
076/0027,FALSE,TRUE
076/0028,TRUE,FALSE
076/0054,TRUE,FALSE
076/0061,TRUE,FALSE
076/0063,TRUE,FALSE
059/0032,FALSE,TRUE
059/0038,TRUE,FALSE
059/0040,TRUE,FALSE
059/0045,FALSE,FALSE
066/0012,TRUE,FALSE
066/0014,TRUE,FALSE
066/0017,FALSE,FALSE
066/0021,TRUE,FALSE
072/0103,FALSE,TRUE
072/0115,FALSE,TRUE
072/0118,FALSE,FALSE
072/0119,FALSE,FALSE
072/0137,FALSE,TRUE
056/0011,TRUE,FALSE
056/0017,TRUE,FALSE
056/0020,FALSE,TRUE
056/0021,FALSE,FALSE
056/0023,FALSE,TRUE
056/0026,FALSE,TRUE
059/0055,FALSE,FALSE
059/0057,FALSE,FALSE
059/0062,FALSE,TRUE
059/0064,TRUE,FALSE
059/0081,TRUE,FALSE
060/0004,FALSE,TRUE
066/0041,FALSE,FALSE
067/0001,TRUE,FALSE
073/0001,TRUE,FALSE
073/0002,TRUE,FALSE
073/0012,FALSE,FALSE
073/0013,FALSE,TRUE
073/0015,TRUE,FALSE
073/0017,FALSE,FALSE
056/0028,FALSE,TRUE
056/0030,FALSE,TRUE
056/0032,FALSE,TRUE
056/0047,TRUE,FALSE
056/0057,FALSE,TRUE
056/0066,FALSE,FALSE
060/0018,TRUE,FALSE
060/0022,FALSE,FALSE
060/0024,FALSE,FALSE
060/0032,FALSE,TRUE
060/0034,FALSE,TRUE
060/0037,TRUE,FALSE
067/0005,FALSE,TRUE
067/0009,TRUE,FALSE
067/0019,TRUE,FALSE
067/0023,FALSE,FALSE
073/0035,TRUE,FALSE
073/0039,FALSE,TRUE
073/0046,TRUE,FALSE
073/0050,FALSE,FALSE
073/0053,FALSE,TRUE
073/0057,FALSE,TRUE
073/0059,TRUE,FALSE
056/0073,FALSE,TRUE
056/0077,FALSE,TRUE
056/0081,TRUE,FALSE
056/0083,FALSE,TRUE
056/0085,TRUE,FALSE
061/0013,FALSE,FALSE
067/0035,FALSE,FALSE
067/0038,FALSE,TRUE
067/0049,FALSE,TRUE
067/0052,TRUE,FALSE
073/0060,TRUE,FALSE
073/0063,FALSE,TRUE
073/0064,FALSE,TRUE
073/0066,FALSE,FALSE
073/0076,TRUE,FALSE
073/0079,FALSE,TRUE
056/0097,FALSE,TRUE
056/0100,FALSE,FALSE
056/0109,FALSE,TRUE
056/0110,FALSE,TRUE
056/0123,TRUE,FALSE
056/0137,TRUE,FALSE
061/0017,FALSE,TRUE
061/0018,TRUE,FALSE
061/0022,TRUE,FALSE
061/0024,FALSE,TRUE
061/0025,FALSE,TRUE
061/0026,TRUE,FALSE
061/0032,FALSE,TRUE
061/0039,FALSE,TRUE
067/0054,TRUE,FALSE
067/0068,FALSE,TRUE
067/0077,FALSE,FALSE
067/0094,TRUE,FALSE
068/0001,TRUE,FALSE
073/0081,FALSE,TRUE
073/0099,FALSE,TRUE
073/0101,TRUE,FALSE
074/0003,TRUE,FALSE
074/0007,FALSE,FALSE
074/0008,TRUE,FALSE
056/0141,TRUE,FALSE
057/0003,FALSE,TRUE
057/0004,FALSE,TRUE
057/0009,FALSE,FALSE
057/0012,FALSE,TRUE
057/0014,TRUE,FALSE
061/0043,TRUE,FALSE
061/0046,TRUE,FALSE
061/0047,FALSE,TRUE
061/0064,FALSE,FALSE
061/0069,FALSE,TRUE
061/0070,FALSE,TRUE
061/0072,FALSE,TRUE
068/0004,FALSE,TRUE
068/0020,FALSE,FALSE
068/0026,FALSE,TRUE
068/0042,TRUE,FALSE
068/0043,TRUE,FALSE
068/0066,TRUE,FALSE
074/0012,FALSE,TRUE
074/0015,TRUE,FALSE
074/0021,FALSE,TRUE
074/0023,TRUE,FALSE
074/0024,FALSE,TRUE
074/0025,TRUE,FALSE
057/0023,FALSE,TRUE
057/0024,TRUE,FALSE
057/0033,TRUE,FALSE
057/0039,FALSE,TRUE
057/0042,FALSE,TRUE
057/0046,FALSE,TRUE
061/0088,FALSE,TRUE
061/0108,TRUE,FALSE
062/0009,TRUE,FALSE
062/0016,FALSE,FALSE
068/0070,FALSE,TRUE
068/0081,FALSE,TRUE
069/0003,TRUE,FALSE
069/0019,FALSE,TRUE
069/0031,FALSE,TRUE
069/0052,TRUE,FALSE
074/0026,FALSE,TRUE
074/0027,FALSE,TRUE
074/0029,TRUE,FALSE
074/0031,FALSE,FALSE
074/0033,FALSE,FALSE
074/0035,FALSE,FALSE
074/0040,FALSE,TRUE
074/0041,TRUE,FALSE
058/0003,FALSE,TRUE
058/0004,FALSE,TRUE
058/0008,FALSE,TRUE
058/0009,FALSE,TRUE
058/0010,FALSE,TRUE
058/0014,TRUE,FALSE
058/0020,TRUE,FALSE
062/0025,FALSE,FALSE
062/0028,FALSE,TRUE
062/0084,FALSE,FALSE
063/0006,FALSE,TRUE
063/0007,FALSE,TRUE
069/0061,TRUE,FALSE
069/0062,TRUE,FALSE
069/0064,FALSE,TRUE
069/0078,TRUE,FALSE
074/0047,FALSE,FALSE
074/0053,TRUE,FALSE
074/0058,FALSE,TRUE
074/0062,FALSE,TRUE
074/0069,FALSE,TRUE
074/0071,TRUE,FALSE
058/0028,TRUE,FALSE
058/0034,TRUE,FALSE
058/0035,TRUE,FALSE
058/0039,TRUE,FALSE
058/0042,FALSE,FALSE
063/0012,FALSE,TRUE
063/0013,FALSE,TRUE
063/0014,TRUE,FALSE
063/0015,FALSE,FALSE
063/0026,TRUE,FALSE
063/0027,FALSE,TRUE
070/0005,FALSE,FALSE
070/0011,FALSE,TRUE
074/0079,TRUE,FALSE
074/0083,FALSE,TRUE
074/0086,TRUE,FALSE
074/0088,TRUE,FALSE
074/0096,FALSE,TRUE
058/0044,TRUE,FALSE
058/0048,FALSE,TRUE
058/0051,TRUE,FALSE
058/0059,TRUE,FALSE
063/0040,TRUE,FALSE
063/0050,FALSE,TRUE
063/0051,FALSE,TRUE
063/0053,FALSE,TRUE
063/0060,TRUE,FALSE
070/0024,TRUE,FALSE
070/0027,FALSE,TRUE
070/0031,FALSE,TRUE
074/0097,TRUE,FALSE
074/0099,FALSE,TRUE
074/0109,TRUE,FALSE
074/0110,FALSE,TRUE
074/0113,FALSE,TRUE
074/0123,FALSE,TRUE
074/0124,TRUE,FALSE
058/0061,FALSE,TRUE
058/0063,TRUE,FALSE
058/0078,TRUE,FALSE
058/0084,FALSE,TRUE
